;56258
"Hij heeft zijn oevre geschonken aan de RCE op diverse momenten. Rechten zijn allemaal overgedragen aan de RCE (zie Proza)
Coenraad Liebrecht (Coen) Temminck Groll (Amsterdam, 1 maart 1925 - Driebergen, 14 februari 2015) was een Nederlands architect, architectuurhistoricus, hoogleraar, restaurator en publicist.

Temminck Groll was de zoon van scheikundige en lector aan de Universiteit van Amsterdam dr. Johannes Temminck Groll (1887-1949) en Juliana Jeannette Burger (1896-1964).[1][2] Hij promoveerde in 1963 met een proefschrift over middeleeuwse stenen huizen in de stad Utrecht. Van 1973 tot 1986 was hij hoogleraar Architectuur en Restauratie op de Technische Hogeschool Delft. Hij schreef veel over bouwkundig cultureel erfgoed in Nederland en in de (voormalige) overzeese gebieden in Azië, Amerika en Afrika en maakte ook talrijke foto's van erfgoed op deze plekken. Diverse restauraties werden met zijn hulp uitgevoerd zoals die van een aantal kerken in de Utrechtse binnenstad. Binnen de Nederlandse monumentenzorg vervulde Temminck Groll een belangrijke rol. Zijn activiteiten werden diverse malen bekroond.

Temminck Groll trouwde in 1953 met Wilhelmina Frederica Paulina (Willeke) Temminck Groll-Appels (1927-2020) met wie hij verscheidene dochters en een vroeg overleden zoontje kreeg.[3] Hij werd begraven in het familiegraf op begraafplaats De Nieuwe Ooster in Amsterdam.
Bron: Wikipedia";56
In 1910 werd Hemsing als opzichter-teekenaar benoemd aan het Rijksbureau „voor de bewaring van en toezicht op de Vaderlandsche Monumenten van Geschiedenis en Kunst”. In 1917 ging hij over naar het toen opgerichte Rijksbureau voor de Monumentenzorg, afd. Beschrijving, voor het opmeten en in teekening brengen van oude (kerk) gebouwen. Plotseling,midden in zijn werkzaamheden, te Winschoten overleden.;284
J.T.B. Kwakman;91
Jacobus Augustinus van Straaten[1862-1920] ;4
"Jan Stuyt - publicist, architect

Werkzame periode: 1883 - 1934";7
Johannes Petrus Albertus Antonietti (Utrecht, 15 November 1879 - The Hague, 9 September 1963) was a Dutch draugthsman and photographer. He worked for RCE since 1913, first as a draughtsman, later as a photographer.;84
"Jörg Soentgerath verrichtte als vrijwilliger bouwhistorisch onderzoek aan diverse gebouwen, onder meer vestingwerken in Wageningen, Ravenstein en Nijmegen. In de Stevenskerk van Nijmegen bestudeerde hij de grafmonumenten en van de Bavokerk te Haarlem onderzoekt hij de bouwgeschiedenis. Naast documentatie van de objecten houdt hij zich ook bezig met archiefbronnen.

Bron: artikel in Bulletin KNOB 109 (2010), 2-3";4
"Kwam als arbeidscontractant in 1941 in dienst bij de Rijksdienst Monumentenzorg. Na de demobilisatie werd hij aangenomen. In 1950 kwam hij in dienst bij de toen opgerichte ROB.


Info op Wikipedia: 

Jacob Gerard Nicolaas (Jaap) Renaud (Voorburg, 20 februari 1911 - 25 april 2007) was een Nederlands archeoloog, en buitengewoon hoogleraar aan de Universiteit Utrecht. Hij is bekend als de eerste professor in de kasteelarcheologie, en als een van de nestors van de Nederlandse archeologie.

Renaud was geboren in Voorburg en kreeg een opleiding tot onderwijzer aan de rijkskweekschool. Later volgde hij een geschiedenis privatissimum bij Nicolaas Bernardus Tenhaeff (1885-1943), professor aan de Universiteit van Amsterdam.

In 1975 kreeg Renaud aan de Universiteit van Utrecht een aanstelling als buitengewoon lector in de ""geschiedenis van de materiële cultuur der middeleeuwen."" In 1979 volgde een aanstelling tot buitengewoon hoogleraar op dit specifieke gebied, en in 1981 ging hij met emeritaat.

Met de jaren heeft hij veel archeologisch onderzoek gedaan, onder andere bij Kasteel Grunsfoort, Kasteel Oud Haerlem, Slot Heemstede, het 's-Gravenhof (Zutphen), Kasteel Ravesteyn, en Kasteel Heusden. Hij publiceerde werk met onder andere Marinus Flokstra.



Aangevuld, 24 maart 2025, Marco";1
Leeuwarden, architect B.N.A.;34
Medewerker RDMZ;517
