kolom_naam;record_aantal;tabel_naam;aantal_veldwaarden_met_null;aantal_lege_veldwaarde;aantal_veldwaarden_met_lege_lijst;totaal_aantal_veldwaarden;aantal_uunieke_veldwaarden;percentage_unieke_veldwaarden;kolom_is_leeg;veldwaarde_is_uuid;veldwaarde_is_url;veldwaarde_is_email;veldwaarde_is_int;veldwaarde_is_float;veldwaarde_is_bool;veldwaarde_is_dict;veldwaarde_bevat_html;veldwaarde_is_date;veldwaarde_is_str;aantal_decimalen;grootste_int_waarde;langste_str_waarde;primaire_sleutel;vreemde_sleutel;gerelateerde_tabel_naam;gerelateerde_kolom_naam
F1;1168;Plakfouten;0;0;0;1168;244;0.21;False;0;0;0;0;1168;0;0;0;0;0;1;5;0;false;false;;
F2;1168;Plakfouten;0;0;0;1166;299;0.26;False;0;0;0;0;0;0;0;0;0;1166;0;0;64;false;false;;
F3;1168;Plakfouten;0;0;0;1168;11;0.01;False;0;0;0;0;0;0;0;0;0;1168;0;0;5;false;false;;
F4;1168;Plakfouten;0;0;0;1168;31;0.03;False;0;0;0;0;0;0;0;0;0;1168;0;0;3;false;false;;
F5;1168;Plakfouten;0;0;0;1168;3;0.0;False;0;0;0;0;0;0;0;0;0;1168;0;0;1;false;false;;
F6;1168;Plakfouten;0;0;0;1168;39;0.03;False;0;0;0;0;1168;0;0;0;0;0;1;4;0;false;false;;
F7;1168;Plakfouten;0;0;0;491;5;0.01;False;0;0;0;0;491;0;0;0;0;0;1;4;4;false;false;;
F8;1168;Plakfouten;0;0;0;491;5;0.01;False;0;0;0;0;491;0;0;0;0;0;1;4;4;false;false;;
F9;1168;Plakfouten;0;0;0;492;1;0.0;False;0;0;0;0;0;0;0;0;0;492;0;0;4;false;false;;
F10;1168;Plakfouten;0;0;0;1168;244;0.21;False;0;0;0;0;0;0;0;0;0;1168;0;0;25;false;false;;
