;4510
01/07/1651;1
02/01/1647;1
02/08/1639;2
03/04/1645;3
07-08-09/08/1642;1
07/03/1652;1
07/03/1654;1
07/1651;1
08/02/1642;1
08/02/1647;5
08/03/1652;1
10/04/1643;1
12/04/1651;1
12/09/1655;1
13/03/1647;1
14/05/1655;1
14/08/1645;2
15/02/1643;1
16/12/1651;1
1638;1
1639-07-22;1
1639-08-02;4
1640;1
1642;16
1642-01-07;1
1642-02-09;1
1644-07-18;1
1644-08-31;2
1645;2
1645-04-03;1
1650;4
1655;3
1670;1
1700;1
1705;17
1710;1
1720;1
1725;7
1736;5
1736-12-31;1
1737-12-31;2
1743;3
1743-12-31;2
1744-07-27;1
1744-07-30;1
1744-12-31;2
1745;1
1745-12-31;4
1746-12-31;2
1749-09-13;1
1749-09-21;1
1750-07-14;1
1750-08-09;1
1750-08-11;1
1755;1
1756;1
1757;2
1758;1
1760;3
1764-08-08;1
1769;2
1770;2
1772;1
1773;2
1774;4
1775;1
1776;1
1777;3
1779;16
1780-00-00;1
1783;3
1788;3
1788-00-00;14
1790;1
1790-12-31;2
1792;3
1792-12-31;8
1793-12-31;8
1795;1
1796;1
18/07/1644;1
1800;15
1800-00-00;2
1805;2
1806-12-31;1
1809-00-00;2
1809-12-31;1
1810;2
1813;1
1815;1
1820;1
1822;2
1824;1
1830;2
1833-12-31;1
1834;2
1834-05;2
1834-05-09;1
1834-05-13;1
1834-05-16;1
1834-05-17;1
1834-05-18;2
1834-05-21;3
1834-05-22;1
1834-05-24;2
1834-05-26;2
1834-05-27;2
1834-05-29;3
1834-05-31;3
1834-06;1
1834-06-02;2
1834-06-03;2
1834-06-04;3
1834-06-05;2
1834-06-06;1
1834-06-07;1
1834-06-10;1
1834-06-13;1
1834-08;4
1834-08-15;4
1834-08-17;1
1834-08-20;3
1835;2
1835-05;1
1835-06;1
1835-08;15
1836;18
1836-06;25
1836-09;3
1838-07;1
1838-08;13
1840;3
1840-12-31;1
1841;225
1842;2
1842-07;2
1843;1
1844;1
1844-08;4
1845;3
1850;129
1860;1
1863;3
1866-10-10;1
1866-12-31;2
1870;1
1871;2
1875;1
1880;2
1880-07-14;1
1881;1
1882;3
1886;2
1890;1
1893;1
1895-11-11;3
19/01/1652;1
1900;8
1904-06-26;1
1909;7
1909-12-09;1
1910;1
1935;5
1936;7
1937;3
1938;11
1938-07;1
1938-10-28;1
1939;3
1939-07-22;1
1940;7
1941;13
1942;1
1945;2
1950;1
1955;2
1955-07;1
1973;1
1989-01-01;1
21/10/1644;4
21/12/1648;1
22/05/1652;3
22/06/1647;1
23/02/1652;1
23/12/1651;2
24/07/1651;1
24/12/1642;1
25/05/1648;1
27-03-1776;1
27/02/1647;1
29/01/1652;1
29/05/1651;1
31-10-1657;1
31/08/1644;4
Zonder jaartal;7
circa;2
