;58622
's-Gravenzande;7
's-Hertogenbosch;4
't Vliegent Hert;6
A114ZFL;1
A57NOP;122
A71ZFL;9
A87IIZFL;4
A87IZFL;10
A91ZFL;3
A97ZFL;35
Aanloop Molengat;357
Almere 2EW;43
Ameland 1;6
Arnhem 2 Meinerswijk;1
Arnhem 3 Meinerswijk;8
B13OFL;9
B19OFL;18
B36NOP;5
B47NOP;5
B51OFL;6
B55IIOFL;2
B55OFL;61
B6NOP;21
B71OFL;116
BKD Boomkesdiep;1
BOOR Credit Lyonnais;10
BOOR91;36
Boomkensdiep / BKD;34
Boor 2.2;41
Bosplaat;1
Buitenpost F;3
Buitenzorg;34
Burgzand Noord 11 / BZN11 / Groot Leeg / GL;2
Burgzand Noord 2 / BZN2 / Poolse kanonnenwrak;8
Burgzand Noord 3 / BZN3 / Rob;12
Burgzand Noord 4 / BZN4 / Watervatenwrak / WVW;3
Burgzand Noord 8 / BZN8 / Lelie 1;2
C120NOP;21
C18OFL;2
C40NOP;9
C46ZFL;2
C82NOP;35
Cothen;6
Cuijk;119
D15OFL;56
D25OFL;3
D2OFL;18
D41OFL;1
DMN1  De Meern 1;22
De Brederode;6
Den Helder (Rijkshaven);1
Diep Water 2;6
Dreumelse Waard;4
E14OFL;93
E159NOP;5
E163NOP;3
E25NOP;23
E25W (Wieringermeer);6
E34OFL;10
E46OFL;20
E81NOP;132
E87NOP;1
Empel;5
Essche Stroom;1
Eurogeul;8
Eurogeul 8;1
Eurogeul Nord;4
F18OFL;7
F34OFL;33
F3OFL;63
F60OFL;22
F86NOP;2
G116OFL;3
G11NOP;15
G29NOP;89
G29OFL;4
G30NOP;1
G35NOP;31
G43OFL;19
G44OFL;1
G77OFL;3
G80ZFL;1
Groninger Sloep;2
H107OFL;302
H16ZFL;14
H38OFL;2
H41OFL;188
H49NOP;12
H60OFL;3
H61OFL;65
H71/72NOP;1
Hardinxveld-Giessendam;7
Hellendoorn;5
IJM-BvK;17
InschotZO;9
J68OFL;5
J9OFL;3
K23OFL;1
K45OFL;9
K73/74OFL;35
K84IIOFL;9
K84IOFL;10
Kanon Wouter Wegewaert 1652;4
Kerk-Avezaath;1
Kessel;8
Kornwerderzand (IJsselmeer);1
Kuinre;1
L1ZFL;130
L61NOP;2
L85OFL;1
L89OFL;4
L8ZFL;1
Laakse Strand;1
M/T;2
M107NOP;10
M11OFL;216
M20NOP;3
M22ZFL;57
M41ZFL;4
M61OFL;16
M65OFL;1
M6ZFL;8
M93NOP;1
MEEP WM 8;10
Mastgat/ Viane XVII, XIX;5
N10OFL;6
N14/15NOP;4
N38NOP;3
N42IIZFL;32
N42IZFL;6
N43ZFL;94
N44ZFL;5
N5OFL;57
N66WIIZFL;4
N74IIZFL;4
N74IZFL;4
Neer;11
Nieuwelande, Krabbendijke (Zeeland);4
Nijeveen;1
Noordergronden / NDG;8
O28NOP;9
O36ZFL;165
O43ZFL;115
O69ZFL;31
O71ZFL;10
O79NOP;2
O99NOP;8
Oosterhout;16
Oostvoornse Meer Zuidoever;6
P15NOP;2
P23IINOP;1
P23INOP;1
P33NOP;15
P33ZFL;1
P37IZFL;1
P40NOP;7
P83NOP;1
Q18ZFL;3
Q75NOP;2
Q83NOP;3
R13NOP;15
R1NOP;5
R43NOP;4
Romeinse brug Maastricht;15
Roompot / RMP;5
Rotterdam;1
S.T24IWaddenzee;7
Schaar van Spijkerplaat / SvS;1
Schee 1;2
Scheurrak SO1;779
Scheurrak T24-I / S.T24-I / smeltkroezenwrak;1
Schouwen Duiveland;6
Schuilenburg;7
Slufterdam;2
Slufterdam 1;10
Slufterdam 2;2
Slufterdam 4;29
Stavoren (boomstamkano);1
TXS4;44
Terschelling Strandpaal 19/20;1
Teylingen: slotgracht (Sassenheim);4
Tiel Tol Noord;13
Topografische kaarten;122
U34OFL / OU34;199
U86OFL;6
Utrecht Boot III;9
Utrecht I;8
Vliestroom / VLS;24
Vogelzand 46 J, VZ46J;9
W10OFL;67
W13ZFL;195
West Wadden Project;23
Westgat Terschelling;3
Westmeep / WMP;3
Wieringervlaak;1
Wijk-bij-Duurstede (Dorestad);9
Woerden1;2
Workummer Nieuwland;133
Zwammerdam;3
Zwammerdam, boot 2;9
Zwammerdam, boot 3;3
Zwammerdam, boot 4;76
Zwammerdam, boot 5;5
Zwammerdam, boot 6;7
k47ZFL;36
nog;287
