;3451
"Abraham Rademaker
Geboren: Lisse, tussen 11 September 1676 en 10 Oktober 1677
Overleden: Haarlem, 21 of 22 Januari 1735 

Biografie 

Abraham Rademaker was een Nederlands autodidact prentkunstenaar, schilder, tekenaar en etser. Al in zijn jeugd was hij bezig met tekenen en leerde hij zichzelf het vak. De onderwerpen van zijn kunst betreffen topografische afbeeldingen, landschappen en kastelen. In de achttiende eeuw werden zijn prenten erg geliefd onder verzamelaars. Uiteindelijk kwam veel van zijn werk gedurende de negentiende en twintigste eeuw in museumcollecties terecht. Het werk van Abraham Rademaker is onder andere te zien in het Centraal Museum in Utrecht. ";54
"Actief in de 19e eeuw; directeur C.W. Mieling leefde van 1815-1903";5
"Aert Schouman-  ook :Aart 

decoratieschilder van interieurs, behangselschilder, glasgraveur, prentkunstenaar, aquarellist, kopiist (kunst), graveur (prentkunstenaar), tekenleraar, etser, schilder, tekenaar.

Werkzame periode: circa 1725 - 1792

Onderwerpen:
diervoorstelling - landschap (beeldend werk) - stilleven - portret - architectuur  (voorstelling) - interieur (voorstelling) - stadsgezicht - genrevoorstelling

Bron: RKD
Marco, 14 dec. 2024";4
Carel Jacobus Behr was een Nederlands kunstschilder, aquarellist en tekenaar. Hij schilderde voonamelijk stadsgezichten, genrestukken en portretten.;84
Cartograaf, drukker, uitgever ;1
"Caspar Specht (ook: Jasper Specht)
Geboren en overleden in Utrecht

Kwalificaties: prentkunstenaar, cartograaf, prentenuitgever, tekenaar
Werkzame periode: 1669 - 1710
Werkzaam in: Utrecht

Bron: RKD";3
Egyptoloog en directeur van het Rijksmuseum van Oudheden te Leiden;1
Franse architect;2
"Geboren: Leens
";374
"Geboren: circa 1630 te Middelburg
Overleden: tussen 1673-02 en 1673-03-06, Middelburg
De Blieck is begraven op 3 maart 1673 op het Oude Kerkhof te Middelburg.

Werkzaam in:
Middelburg, stad in Zeeland  (1647 - 1658)
Engeland	 (1658 - 1662)
Middelburg, stad in Zeeland  (1663 - 1673)

Daniël de Blieck was een Nederlandse kunstschilder, technisch tekenaar en architect uit de Gouden Eeuw, die gespecialiseerd was in architectonische schilderijen.

Er is weinig bekend over zijn leven. Vermoed wordt dat hij een leerling was van de architectonische schilder Dirck van Delen. Hij werd lid van het Middelburgse Sint-Lucasgilde in ca. 1648 en was deken van dezelfde gilde in 1664, 1665 en 1668. De Blieck woonde ook in Engeland, van 1658 tot 1661. ";1
Graveur;7
Hendrik Tavenier (Haarlem, 18 juli 1734 - aldaar, 8 april 1807), was een 18e-eeuws schilder uit de Noordelijke Nederlanden. ;2
"Isaac (of: Isaak) Ouwater, schilder en tekenaar

Isaac Ouwater werd op 31-07-1748 gedoopt in de Amstelkerk te Amsterdam. 
Hij werd op 04-03-1793 begraven in de Nieuwe Kerk aldaar.

Werkzame periode: 1765 - 1793

Werken in: Utrecht, Haarlem, Purmerend, Edam Amsterdam";2
Jacobus Augustinus van Straaten[1862-1920] ;1
"Jan Hendrik Maronier

Geboren: 10 feb. 1883,  in 's-Hertogenbosch
Overleden: 12 dec. 1981, Wassenaar

lithograaf, pastellist, aquarellist, conservator, graficus, etser, schilder, tekenaar

Bron: RKD

Marco, 20 nov. 2024";11
Johan Bernard Kamp werd op 12 januari 1884 in Haarlem geboren en kreeg aldaar zijn opleiding aan de School voor Kunstnijverheid. Hij was onder meer actief als schilder, tekenaar en graficus. Hij stierf op 22 januari 1953 in Velsen-Zuid;3
Johan Hendrik Sikemeier werd op 22 april 1877 in Yokohama geboren. Hij kreeg zijn opleiding als beeldend kunstenaar aan de Akademie van Beeldende Kunsten te Den Haag. Hij was onder meer actief als tekenaar, schilder en graficus. Hij stierf op 21 februari 1958 in Den Haag.;1
Lithograaf te Den Haag, actief omstreeks 1829-1850;7
"Naamvarianten: 
Pieter Fouquet
Pierre Fouquet (jr.)
Pieter Fouquet (jr.)

Geboren: 28 februari 1729 - Amsterdam
Overleden: 11 april 1800 - Amsterdam

Kwalificaties:
- kunsthandelaar
- tekeningenverzamelaar
- prentenuitgever
- schilder
- verzamelaar van Hollandse en Vlaamse schilderkunst

Werkzame periode:
1753 - 1799, Amsterdam
1780 - 1789, Parijs

Bron: RKD
Marco, 14 december 2024";20
Nederlands architect, won in 1837 de Grand Prix, uitgeschreven door de Koninklijke Academie van Beeldende Kunsten te Amsterdam. Daardoor kon hij een studiereis door Frankrijk en Italië maken van 1837 tot 1841. Docent aan de Academie van Beeldende Kunsten en Technische Wetenschappen te Rotterdam en bouwmeester o.a. van de Zuiderkerk te Rotterdam.;228
Nederlandse ontwerper, etser, graveur en toneelspeler.;40
Petrus Johannes Houtzagers (Utrecht, 13 april 1857 - Loenen aan de Vecht, 21 januari 1944) was een Nederlands architect.;6
"Petrus Josephus Theodorus Slager

Geboren: 12 nov. 1871, 's-Hertogenbosch
Overleden: 8 feb. 1938, 's-Hertogenbosch

Zoon van Piet Slager (sr.); echtgenoot van Suze Slager-Velsen, broer van Corry en Jeannette Slager.

Werkzame periode – ca. 1886 - 1938

pastellist, aquarellist, docent aan academie, schilder, tekenaar

Bron: RKD

Marco, 20 november 2024
";1
