;57176
Katholieke kerk;1
Romaans;1
aalscholver;1
aanbouwsels;6
aanbrengertjes;1
abdijen;7
abdijkerken;5
achtkantstijl;2
adviezen;1
altaarkruisen;1
altaren;5
ambachtshuizen;2
ankers (bevestigingsmiddel);1
arbeiderswoningen;152
archieven (informatie-eenheid);9
architrafen (omlijsting);1
arsenalen;4
assen (transmissie);1
auditoria (kamer);1
aula's;1
avondmaalsgerei;1
baanders;1
baarhuisjes;3
badhuizen;1
bakhuizen;18
bakkerijen;4
bakovens;2
bakstenen;1
balken;6
balklagen;1
balusters;2
balustraden;8
banken (meubilair);3
bankenplan;40
bankgebouwen;1
basementen;3
basilieken;2
bastions;3
bedbeschotten;1
bedschot;5
bedstededeuren;1
bedsteden;14
beerputten;1
begraafplaatsen;4
bekers;1
bekroningen;10
beltmolens;1
belvédères (torenvormige constructie);2
benzinestations;1
beren (muur);5
beschermende beglazing;1
beslagen (bevestigingmiddel);5
beslagen (kist/koffer);1
bespanningen;1
bestratingen;2
betegeling;1
betimmeringen;3
bibliotheken;6
bierbrouwerijen;2
bijgebouwen;1
binnenplaatsen;8
bintlagen;4
blauwdrukken;5
boerderijen;2204
boerenerven;1
bogen;1
bollen;1
boogvelden;6
bordestrappen;1
borduursels;1
borgen;11
borstweringen (muur);2
bossen (gewas);1
botenhuizen;1
bouwfragmenten;2
bouwhistorie;11
bouwhuizen;2
bouwsporen;4
bovenassen;1
bovenschijflopen;1
bovenwielen;1
brandschade;2
bruggen;16
brugijzers;1
buitendeuren;4
buitenhuis;28
buitenplaatsen;222
buitentrappen;1
café's;12
collectebakken;1
collectebussen;1
collecteschalen;1
consistories;31
consolen;5
courtines;1
daken;25
dakgoten;8
dakkapellen;3
dakruiters;4
deuren;78
deurgrepen;5
deurkalven;1
deurklinken;3
deurkloppers;6
deurknoppen;4
deurringen;4
deuvels;1
diaconiehuizen;1
dijken;1
dijkhuizen;1
doodskisten;2
doopbekkenhouders;1
doophekken;2
doopkapellen;2
dooptuinen;2
doopvonten;5
doorsneden;45
dorpels;3
dorpsgezichten;145
draaibanken;1
draaibomen (spil);1
draaibruggen;1
draaikruizen;1
dressoirs (meubilair);1
duimgehengen;4
duiventillen;1
duiventorens;1
eekmolens;3
eetkamers;2
epitafen (grafmonument);1
forteilanden;1
forten (verdedigingswerk);6
fundamenten;2
funderingen;129
