kolom_naam;record_aantal;tabel_naam;aantal_veldwaarden_met_null;aantal_lege_veldwaarde;aantal_veldwaarden_met_lege_lijst;totaal_aantal_veldwaarden;aantal_uunieke_veldwaarden;percentage_unieke_veldwaarden;kolom_is_leeg;veldwaarde_is_uuid;veldwaarde_is_url;veldwaarde_is_email;veldwaarde_is_int;veldwaarde_is_float;veldwaarde_is_bool;veldwaarde_is_dict;veldwaarde_bevat_html;veldwaarde_is_date;veldwaarde_is_str;aantal_decimalen;grootste_int_waarde;langste_str_waarde;primaire_sleutel;vreemde_sleutel;gerelateerde_tabel_naam;gerelateerde_kolom_naam
WNG_NR;88195;wng;0;0;0;88195;88195;1.0;False;0;0;0;0;88195;0;0;0;0;0;1;6;0;false;false;;
MDG_ID;88195;wng;0;0;0;88195;39556;0.45;False;0;0;0;0;88195;0;0;0;0;0;1;6;0;false;false;;
EXTERN_NR;88195;wng;0;0;0;7225;5061;0.7;False;0;0;0;1118;31;0;2;0;93;5981;4;11;20;false;false;;
V_PID;88195;wng;0;0;0;88195;1795;0.02;False;0;0;0;1;0;0;0;0;0;88194;0;5;5;false;false;;
V_NAAM;88195;wng;0;0;0;88195;1583;0.02;False;0;0;0;0;0;0;0;0;0;88195;0;0;79;false;false;;
V_WOONPL;88195;wng;0;0;0;31877;506;0.02;False;0;0;0;0;0;0;0;0;0;31877;0;0;32;false;false;;
DATUM_V;88195;wng;0;0;0;88195;13077;0.15;False;0;0;0;36790;0;0;0;0;51405;0;0;4;0;false;false;;
M_PID;88195;wng;0;0;0;88195;1091;0.01;False;0;0;0;0;0;0;0;0;0;88195;0;0;5;false;false;;
M_NAAM;88195;wng;0;0;0;88195;993;0.01;False;0;0;0;0;0;0;0;0;0;88195;0;0;60;false;false;;
M_WOONPL;88195;wng;0;0;0;23903;173;0.01;False;0;0;0;0;0;0;0;0;0;23903;0;0;25;false;false;;
DATUM_M;88195;wng;0;0;0;88195;10067;0.11;False;0;0;0;36840;0;0;0;0;51355;0;0;4;0;false;false;;
B_PID;88195;wng;0;0;0;88195;1652;0.02;False;0;0;0;0;0;0;0;0;0;88195;0;0;5;false;false;;
B_NAAM;88195;wng;0;0;0;88195;1446;0.02;False;0;0;0;0;0;0;0;0;0;88195;0;0;79;false;false;;
B_WOONPL;88195;wng;0;0;0;45350;332;0.01;False;0;0;0;0;0;0;0;0;0;45350;0;0;32;false;false;;
DATUM_B;88195;wng;0;0;0;88195;11018;0.12;False;0;0;0;30573;0;0;0;0;57622;0;0;4;0;false;false;;
X_COORD;88195;wng;0;0;0;88195;36736;0.42;False;0;0;0;0;88195;0;0;0;0;0;1;6;0;false;false;;
Y_COORD;88195;wng;0;0;0;88195;39810;0.45;False;0;0;0;0;88195;0;0;0;0;0;1;6;0;false;false;;
TOPONIEM;88195;wng;0;0;0;74763;38243;0.51;False;0;0;0;2;0;0;9;0;7;74745;0;6;70;false;false;;
PLAATS;88195;wng;0;0;0;88195;4003;0.05;False;0;0;0;0;0;0;0;0;1;88194;0;0;30;false;false;;
GEMEENTE;88195;wng;0;0;0;88195;405;0.0;False;0;0;0;0;0;0;0;0;0;88195;0;0;22;false;false;;
PROVINCIE;88195;wng;0;0;0;88195;13;0.0;False;0;0;0;0;0;0;0;0;0;88195;0;0;14;false;false;;
VERWERV;88195;wng;0;0;0;88195;26;0.0;False;0;0;0;0;0;0;0;0;0;88195;0;0;3;false;false;;
MAAIVELD;88195;wng;0;0;0;88195;15;0.0;False;0;0;0;0;0;0;0;0;0;88195;0;0;3;false;false;;
GEOMORF;88195;wng;0;0;0;88195;43;0.0;False;0;0;0;0;0;0;0;0;0;88195;0;0;3;false;false;;
TEXTUUR;88195;wng;0;0;0;88195;12;0.0;False;0;0;0;0;0;0;0;0;0;88195;0;0;6;false;false;;
LENGTE;88195;wng;0;0;0;88195;246;0.0;False;0;0;0;0;88195;0;0;0;0;0;1;5;0;false;false;;
BREEDTE;88195;wng;0;0;0;88195;192;0.0;False;0;0;0;0;88195;0;0;0;0;0;1;4;0;false;false;;
O_DIEP_MAX;88195;wng;0;0;0;88194;258;0.0;False;0;0;0;0;88194;0;0;0;0;0;1;5;4;false;false;;
NAP_MV;88195;wng;0;0;0;88086;1623;0.02;False;0;0;0;0;88086;0;0;0;0;0;2;5;4;false;false;;
V_DIEP_MIN;88195;wng;0;0;0;88195;206;0.0;False;0;0;0;0;88195;0;0;0;0;0;1;4;0;false;false;;
V_DIEP_MAX;88195;wng;0;0;0;88195;257;0.0;False;0;0;0;0;88195;0;0;0;0;0;1;5;0;false;false;;
INTACT_BOD;88195;wng;0;0;0;88195;3;0.0;False;0;0;0;0;0;0;0;0;0;88195;0;0;1;false;false;;
OMG_NR;88195;wng;0;0;0;21020;11224;0.53;False;0;0;0;21020;0;0;0;0;0;0;0;5;4;false;false;;
BESCHRIJVING;88195;wng;0;0;0;59850;54812;0.92;False;0;0;0;3;0;0;51;6;1;59789;0;1;255;false;false;;
