;4670
"Ja, ""V""";1
Ja, drie cirkels;1
Ja, maar slecht zichtbaar;1
Ja, top van de Franse lelie;1
"Ja, zegel ""GR"" met kroon";2
"Ja, zichtbaar ""& Zoonen""";1
"Ja, zichtbaar ""&Zoonen""";1
"Ja, zichtbaar ""C&HHonig""";1
"Ja, zichtbaar ""C&Honig""";1
"Ja, zichtbaar ""C&IHonig""";1
"Ja, zichtbaar ""C&IHonig"" en ""IV""";1
"Ja, zichtbaar ""CHHonig""";1
"Ja, zichtbaar ""D&CBlauw""";3
"Ja, zichtbaar ""DS""";4
"Ja, zichtbaar ""De Erven D. Blauw"" met een leeuw met ""EDE""";1
"Ja, zichtbaar ""GR"" met kroon""";1
"Ja, zichtbaar ""IV""";11
"Ja, zichtbaar ""IV"" en een afbeelding van een man ""Prop..""";1
"Ja, zichtbaar ""J Honig & Zoonen""";2
"Ja, zichtbaar ""J Honig""";2
"Ja, zichtbaar ""J Whatman Turkey Mill""";1
"Ja, zichtbaar ""JH Zoo""";1
"Ja, zichtbaar ""JKool""";2
"Ja, zichtbaar ""JW.bat""";1
"Ja, zichtbaar ""JWHATMAN TURKEY MILL""";1
"Ja, zichtbaar ""Jhonig & Zoonen""";1
"Ja, zichtbaar ""OO""";1
"Ja, zichtbaar ""P""";4
"Ja, zichtbaar ""Stokg&Ree";1
"Ja, zichtbaar ""Van der Ley"" met wapenschild";1
"Ja, zichtbaar ""W""";1
"Ja, zichtbaar ""W&CGP""";1
"Ja, zichtbaar ""Zoonen""";1
Ja, zichtbaar 1801 J Whatman;1
Ja, zichtbaar D&C Blauw IV;1
Ja, zichtbaar D&C Blauw wapenschild met Franse lelie;1
"Ja, zichtbaar Franse lelie ""D&CBlauw""";4
Ja, zichtbaar GR met wapen;1
Ja, zichtbaar ID (?);2
Ja, zichtbaar IV;1
Ja, zichtbaar J Honig & Zoonen;6
Ja, zichtbaar JD (?);1
Ja, zichtbaar Jkool en wapenschild met Franse lelie;1
Ja, zichtbaar P;1
Ja, zichtbaar PV;1
Ja, zichtbaar Van der Ley;2
Ja, zichtbaar Van der Ley met wapenschild;1
Ja, zichtbaar Van der Ley, met wapenschild met Franse lelie;3
Ja, zichtbaar bovenste punt van ornament;1
Ja, zichtbaar decoratie;1
Ja, zichtbaar decoratief ornament met Franse lelie en tulp;1
Ja, zichtbaar deel van een wapenschild met bekroning;1
Ja, zichtbaar drie cirkels;1
"Ja, zichtbaar drie cirkels ""L:C""";1
Ja, zichtbaar een decoratief patroon van gekrulde bladen met een vaasvorm bekroond;1
Ja, zichtbaar een decoratieve zegel dat bekroond is met ornament;2
Ja, zichtbaar een onbekend merk;2
Ja, zichtbaar een onbekend teken van klein formaat;2
Ja, zichtbaar een onduidelijk merk;1
"Ja, zichtbaar een ontwerp met ""Patria"" en ""J. Pannelo""";1
Ja, zichtbaar een schild met Franse lelie en een kroon;1
"Ja, zichtbaar een wapenschild ""DBC""";2
Ja, zichtbaar een wapenschild bekroond met gekruld ornament;3
Ja, zichtbaar een wapenschild met Franse lelie;7
"Ja, zichtbaar een wapenschild met Franse lelie en ""J Honig Zoonen""";1
Ja, zichtbaar een wapenschild met geblokt ovaal en bekroond met ornament;2
Ja, zichtbaar een zegel;1
"Ja, zichtbaar een zegel ""GR"" met kroon";1
Ja, zichtbaar een zegelring;1
Ja, zichtbaar een zegelring met kroon en leeuw;2
Ja, zichtbaar een zegelring met kroon en leeuw (DB);1
Ja, zichtbaar een zegelring met kroon en leeuw (VDL);1
Ja, zichtbaar een zotskap op het opgeplakte papier;1
Ja, zichtbaar lelie;1
"Ja, zichtbaar lelie met ""VL""";1
Ja, zichtbaar onderkant wapenschild;1
Ja, zichtbaar patroon met cirkels (druiven);1
Ja, zichtbaar regelmatig figuur met aan de buitenzijde acht ovalen met verbindingsstukken in het midden;2
Ja, zichtbaar twee C's met een kroon;4
Ja, zichtbaar wapen met lelie;1
Ja, zichtbaar wapen van Amsterdam;2
Ja, zichtbaar wapenschild;1
"Ja, zichtbaar wapenschild met ""D&C""";1
Ja, zichtbaar wapenschild met D C B met kruis;1
Ja, zichtbaar wapenschild met Franse lelie;11
Ja, zichtbaar wapenschild met geblokt ovaal en bekroond ornament;1
Ja, zichtbaar wapenschild met kroon;2
Ja, zichtbaar wapenschild met lelie;7
"Ja, zichtbaar wapenschild met lelie en ""VL""";1
Ja, zichtbaar wapenschild met lelie en kroon;1
Ja, zichtbaar wapenschild met ornament bekroond;3
Ja, zichtbaar wapenschild met ruiten;4
Ja, zichtbaar wapenschild met wandelende beer;2
Ja, zichtbaar zotskap;10
Nee;81
Nee, niet zichtbaar;3
Niet duidelijk, mogelijk een cirkel van klein formaat;1
Niet zichtbaar;1
collect>images;100
document>images;357
ja, zichtbaar IV;1
