;1215
A3-Film;1
Behangsel Papier;15
Bouwkundige tekening;9
Bouwkundige tekeningen;73
Calque;6
Lompenpapiertekening;344
Old drawing;1259
Ontwerpschets;6
Ontwerptekening;92
Ontwerptekening / Presentatietekening;49
Ontwerptekening/Presentatietekening;2
Opmetingsschets;5
Opmetingstekening;19
Opmetingstekening, ontwerptekening;1
Prent;1311
Presentatietekening;92
Reproductietekening;1
Sipman tekening;116
Situatietekening;4
Tekening;70
Topografische tekening;703
