  ;3
Abacoproeces saltuum ;1
Abax carinatus ;1
Abax carinatus porcatus;1
Abax ovalis ;1
Abax parallelepipedus ;1
Abax parallelus ;1
Abdera affinis ;1
Abdera flexuosa ;1
Abdera triguttata ;1
Abia candens ;1
Abia fasciata ;1
Abia lonicerae ;1
Abia sericea ;1
Abietinaria abietina ;1
Abietinaria filicula ;1
Ablabesmyia longistyla ;1
Ablabesmyia monilis ;1
Ablabesmyia phatta ;1
Ablattaria laevigata ;1
Ablaxia megachlora ;1
Ablaxia parviclava ;1
Ablaxia squamifera ;1
Ablechroiulus ciliatus ;1
Ablechroiulus lacustris ;1
Abludomelita obtusata ;1
Abra alba ;1
Abra nitida ;1
Abra prismatica ;1
Abra tenuis ;1
Abrachyglossum capitatum ;1
Abraeus granulum ;1
Abraeus parvulus ;1
Abraeus perpusillus ;1
Abramis brama ;1
Abraxas grossulariata ;1
Abraxas sylvata ;1
Abrostola tripartita ;1
Abrostola triplasia ;1
Absyrtus vicinator ;1
Abyssoninoe hibernica ;1
Abyssoninoe scopa ;1
Acaenitus dubitator ;1
Acalitus brevitarsus ;1
Acalitus calycophthirus ;1
Acalitus essigi ;1
Acalitus longisetosus ;1
Acalitus phloeocoptes ;1
Acalitus plicans ;1
Acalitus rudis ;1
Acalitus stenaspis ;1
Acalles dubius ;1
Acalles fallax ;1
Acalles lemur ;1
Acalles misellus ;1
Acalles parvulus ;1
Acalles ptinoides ;1
Acalypta carinata ;1
Acalypta gracilis ;1
Acalypta marginata ;1
Acalypta musci ;1
Acalypta nigrina ;1
Acalypta parvula ;1
Acalypta platycheila ;1
Acalyptus carpini ;1
Acampsis alternipes ;1
Acamptocladius submontanus ;1
Acanosema nervosa ;1
Acanthinula aculeata ;1
Acanthiophilus helianthi ;1
Acanthis cabaret ;1
Acanthis flammea ;1
Acanthis hornemanni ;1
Acanthis hornemanni exilipes;1
Acanthis hornemanni hornemanni;1
Acanthocardia aculeata ;1
Acanthocardia echinata ;1
Acanthocardia paucicostata ;1
Acanthocardia tuberculata ;1
Acanthocephalus anguillae ;1
Acanthocephalus clavula ;1
Acanthocephalus lucii ;1
Acanthocephalus ranae ;1
Acanthocheilonema dracunculoides ;1
Acanthocheilonema spirocauda ;1
Acanthocheilus bicuspis ;1
Acanthocheilus rotundatus ;1
Acanthochitona crinita ;1
Acanthocinus aedilis ;1
Acanthococcus aceris ;1
Acanthocyclops robustus ;1
Acanthocyclops sensitivus ;1
Acanthocyclops venustus ;1
Acanthocyclops vernalis ;1
Acanthodelphax denticauda ;1
Acanthodelphax spinosa ;1
Acanthodoris pilosa ;1
Acantholeberis curvirostris ;1
Acantholyda erythrocephala ;1
Acantholyda flaviceps ;1
Acantholyda hieroglyphica ;1
Acantholyda laricis ;1
Acantholyda posticalis ;1
Acanthophthirius etheldredae ;1
Acanthophthirius polonicus ;1
Acanthopsyche atra ;1
Acanthoscelides obtectus ;1
Acanthosoma haemorrhoidale ;1
Acanthosoma haemorrhoidale haemorrhoidale;1
Acanthothrips nodicornis ;1
Acarapis woodi ;1
Acartauchenius scurrilis ;1
Acartia bifilosa ;1
Acartia tonsa ;1
Acartophthalmus bicolor ;1
Acartophthalmus nigrinus ;1
Acasis viretata ;1
Acaudinum centaureae ;1
Accipiter gentilis ;1
Accipiter nisus ;1
Acemya acuticornis ;1
Acentria ephemerella ;1
Acentrotypus brunnipes ;1
Aceratoneuromyia granularis ;1
Acercopsis pistillifer ;1
Acerella muscorum ;1
Acerella remyi ;1
Acerentomon affine ;1
