;22244
A.F.L. v. H.;25
A.J.K., H.W.;3
A.J.P., G.S.;1
A.J.W. Grandjean P.C. & Zn.;1
A.M.;1
A.v.H.;4
ADC Archeoprojecten;92
Aa, J.P.A. van de;3
Aalberts, H.;4
Aalst, J.P.H. van;1
Aanstood, A.;1
Aanstoot, A.J.;34
Aanstoot, K.J.;3
Aarsen, Chr.;15
Aarts, A.A.P.M.;2
Abeelen, A. van;1
Academie van Bouwkunst Amsterdam;15
Adema, T.;1
Adema, W.J.;2
Adm. Twickel;3
Adriaans, G.;1
Aiking, H.R.;1
Akker, J. van de;3
Albering, D.L.;2
Alderwerelt, R.P. van;1
Alexander, A.(August);271
Alice;41
Alkema, W.H.;6
Aller, B. (Bart) van;4
Allewijn, A.;4
Alphen, C.P. van;1
Alsemgeest, H. (Henk);2
Altena, A.G.;1
Althuis (?);3
Amory, W. (Bureau);1
Amse, N.;2
Amstel, J. van;2
Annema, W.;1
Anonymus;20
Ansems, J.;2
Antonietti, J.P.A.;84
Antonisse, W.;1
Apel;1
Architect De Bekker;1
Architectbureau R. van der Ley;2
Architecten Cruijningen en Risseeuw;6
Architecten Donkelaar en Bodegraven;63
Architecten Gebroeders de Vries;9
Architectenbureau Boerman bna;3
Architectenbureau Brakel en Kuindersma;11
Architectenbureau Buurke Venema;1
Architectenbureau Damme - Hofman;2
Architectenbureau De Graafschap;1
Architectenbureau Dekker & Sterre van de;1
Architectenbureau Drijvers;25
Architectenbureau Dubbeling Partners B.V.;12
Architectenbureau Feensta en V. Broekhuizen v.h. A.K. Beudt,;5
Architectenbureau Franken en Baart;1
Architectenbureau Gooden;29
Architectenbureau Gotzen;1
Architectenbureau Heineman, Vos, Ten Broeke b.v.;4
Architectenbureau Hooijkaas en v. Veen;1
Architectenbureau Hoorn, H. & G.;1
Architectenbureau Huibers & Jarring BV;1
Architectenbureau J.Hennink en E.Oggel;2
Architectenbureau Jos & Pierre Cuypers;6
Architectenbureau Kanders;2
Architectenbureau Keizer;1
Architectenbureau Kelder, ter Waarbeek;14
Architectenbureau Kuiler en Drewes;4
Architectenbureau Lankhorst;2
Architectenbureau Leeuwenberg en Volders;1
Architectenbureau Luinge en Bart;3
Architectenbureau Meek;10
Architectenbureau Meijerink;4
Architectenbureau Mol en Brugman;1
Architectenbureau Nijenhuis en Ebbinge;1
Architectenbureau Ontwerpgroep;1
Architectenbureau Oostergetel;3
Architectenbureau Otten en Fransen;1
Architectenbureau P. Leusen;1
Architectenbureau P. Vonk en partners;1
Architectenbureau Paardekooper;2
Architectenbureau Paul Strik;4
