;60182
 150.780/417.320;5
A 57;122
Almere wijk 13;195
Arnhem 2;1
Arnhem 3;8
Az 114;1
Az 71;9
Az 87;4
Az 91;3
Az 97;35
B 13;9
B 19;18
B 36;5
B 51;6
B 55;61
B 55(II);2
B 6;21
B 71;116
Boomkensdiep;34
Buitenpost;3
Buitenzorg;34
Burgzand;27
C 40;9
C 82;35
D 15;56
D 2;18
D 25;3
D 41;1
E 14;93
E 159;5
E 163;3
E 46;20
E81;132
Eurogeul 12;6
F 18;7
F 3;63
F 34;33
F 60;22
F 86;2
G 116;3
G 29;93
G 30;1
G 43;19
Gz 80;1
H 107;302
H 38;2
H 41;188
H 49;12
H 60;3
H 61;65
HZ 16;14
Hellendoorn;5
Inschot Zuid Oost rak;9
J 9;3
K 45;9
K 73/74;35
K 84(II);19
KZ 47;36
Kessel;8
L 61;2
L 85;1
L 89;4
LZ 1;130
Lz 8;1
M 107;10
M 11;216
M 20;3
M 61;16
M 65;1
M 93;1
Mz 22;57
Mz 41;4
Mz 6;8
N 14/15;4
N 38;3
N 5;57
NZ42 II;32
Nieuwelande;4
Noordergronden;8
Nz 42;6
Nz 43;94
Nz 44;5
Nz 66(w);4
Nz 74(I);4
Nz 74(II);4
O 28;9
O 79;2
O 99;8
Onbekend;2
Oosterhout;16
Oz 36;165
Oz 43;115
Oz 69;31
Oz 71;10
P 15;2
P 23(I);1
P 23(II);1
P 33;15
P 40;7
P 83;1
PZ 33;1
Pz 37;1
Q 75;2
Q 83;3
Qz 18;3
R 1;5
R 13;15
R 43;4
Roompot;5
Schaar van Spijkerplaat;1
Scheurrak SO1;779
Scheurrak T 24(I);7
Scheurrak T24-I;1
Stavoren;1
Teylingen;4
Tol-noord;13
U 34;199
U 86;6
Utrecht (I);8
Vliestroom;24
W 10;67
Westmeep;3
Wieringervlaak;1
Wijk bij Duurstede;9
Workumer Nieuwland;133
ZA87;10
strandpaal 19-20;1
