9364;12
9365;5
9366;2
9367;5
9368;1
9369;6
9370;4
9371;5
9372;2
9373;6
9374;4
9375;1
9376;1
9377;1
9378;6
9379;1
9381;5
9382;15
9383;8
9384;8
9385;8
9386;90
9387;95
9388;4
9389;11
9390;11
9391;6
9392;3
9393;4
9395;4
9397;6
9398;1
9400;1
9401;9
9402;2
9403;4
9404;5
9405;1
9406;1
9407;5
9408;6
9409;6
9410;6
9411;1
9412;3
9413;5
9414;4
9415;2
9416;14
9417;2
9419;1
9420;1
9421;3
9422;1
9423;7
9424;5
9425;4
9426;2
9427;3
9428;5
9429;6
9430;6
9431;3
9432;4
9433;9
9434;6
9436;7
9437;9
9438;9
9439;12
9440;4
9441;5
9443;7
9444;13
9445;5
9446;1
9447;5
9448;3
9449;3
9451;2
9452;5
9453;1
9456;2
9457;1
9458;2
9462;2
9465;2
9466;3
9467;1
9468;1
9469;1
9470;1
9472;1
9474;2
9475;2
9476;1
9477;1
9479;2
9481;2
9482;2
9483;2
9484;2
9485;2
9486;2
9488;5
9489;2
9506;3
9507;3
9508;3
9509;7
9510;3
9511;4
9512;5
9518;2
9519;3
9521;4
9523;3
9531;3
9532;8
9533;6
9534;6
9535;1
9536;8
9537;2
9538;2
9539;1
9540;7
9541;1
9542;1
9543;1
9544;2
9546;1
9547;3
9548;4
9549;1
9550;1
9551;1
9552;1
9553;1
9554;1
9555;3
9558;2
9559;2
9560;2
9561;2
9562;2
9564;1
9565;3
9567;1
9568;1
9569;1
9570;1
9572;3
9574;3
9575;5
9576;3
9580;1
9581;1
9584;2
9585;3
9586;3
9587;3
9588;4
9589;3
9591;1
9592;1
9593;3
9594;5
9595;3
9597;1
9598;1
9599;2
9600;10
9601;7
9602;3
9603;4
9604;6
9605;58
9606;64
9607;73
9608;1
9609;5
9610;3
9611;25
9612;12
9613;1
9614;7
9615;1
9616;4
9617;2
9618;7
9619;7
9620;2
9621;5
9624;3
9625;5
9626;4
9628;1
9629;4
9630;3
9631;4
9632;2
9633;7
9634;11
9635;1
9636;11
9637;1
9638;5
9639;5
9640;3
9641;5
9642;3
9646;7
9647;3
9648;2
9649;2
9650;3
9651;2
9652;4
9653;6
