kolom_naam;record_aantal;tabel_naam;aantal_veldwaarden_met_null;aantal_lege_veldwaarde;aantal_veldwaarden_met_lege_lijst;totaal_aantal_veldwaarden;aantal_uunieke_veldwaarden;percentage_unieke_veldwaarden;kolom_is_leeg;veldwaarde_is_uuid;veldwaarde_is_url;veldwaarde_is_email;veldwaarde_is_int;veldwaarde_is_float;veldwaarde_is_bool;veldwaarde_is_dict;veldwaarde_bevat_html;veldwaarde_is_date;veldwaarde_is_str;aantal_decimalen;grootste_int_waarde;langste_str_waarde;primaire_sleutel;vreemde_sleutel;gerelateerde_tabel_naam;gerelateerde_kolom_naam
Id;4326;synoniemen2;0;0;0;4326;4326;1.0;False;0;0;0;4326;0;0;0;0;0;0;0;4;0;false;false;;
synoniem;4326;synoniemen2;0;0;0;4325;4279;0.99;False;0;0;0;0;0;0;0;0;0;4325;0;0;74;false;false;;
type_synoniem;4326;synoniemen2;0;0;0;4325;7;0.0;False;0;0;0;0;0;0;0;0;0;4325;0;0;19;false;false;;
taal;4326;synoniemen2;0;0;0;4325;6;0.0;False;0;0;0;0;0;0;0;0;0;4325;0;0;10;false;false;;
taxon;4326;synoniemen2;0;0;0;4325;3300;0.76;False;0;0;0;0;0;0;0;0;0;4325;0;0;61;false;false;;
specific_epithet;4326;synoniemen2;0;0;0;2965;1963;0.66;False;0;0;0;0;0;0;0;0;0;2965;0;0;38;false;false;;
taxon_nsr_id;4326;synoniemen2;0;0;0;4325;3300;0.76;False;0;0;0;327;0;0;0;0;0;3998;0;11;12;false;false;;
uninomial;4326;synoniemen2;0;0;0;3009;2186;0.73;False;0;0;0;0;0;0;0;0;0;3009;0;0;19;false;false;;
infra_specific_epithet;4326;synoniemen2;0;0;0;1206;791;0.66;False;0;0;0;0;0;0;0;0;0;1206;0;0;54;false;false;;
authorship;4326;synoniemen2;0;0;0;42;38;0.9;False;0;0;0;0;0;0;0;0;0;42;0;0;26;false;false;;
