;0
Afd. Archeologie en Monumenten Gemeente Maastricht;5
Archeologisch Duik Team v.o.f.;5
Oudheidkundige Vereniging Zelhem;1
TNO;2
INSTITUUT VOOR TOEGEPAST HISTORISCH ONDERZOEK;25
Schotten;1
Sagro Milieu Advies Zeeland BV;173
van Hoef;1
Fryske Akadeny;1
Heemkundekring Son en Breugel;1
Hamaland Advies  vof;192
Provincie Limburg;3
AWN Afd. 5 Amsterdam e.o.;1
Jacobs & Burnier;300
TRELING;1
Veerkamp;1
Heemkundige Kring de Vonder;1
Archaeological Research en Consultancy;1997
Archeologische Werkgroep Beek;1
Sectie Archeologie, Gemeente Amersfoort;270
Niet van toepassing;18
Archeologische werkgroep en heemkundekring Heeze, Leende en Zesgeheugten;2
Afdeling Monumentenzorg en Archeologie Gemeente Alkmaar;41
Archeologie Advies;6
Bureau voor Archeologie;153
ArcheoWest B.V.;1
ArcheoSynthese;1
AWN Afd. 16 Nijmegen e.o.;2
Gemeente Amersfoort;28
Archeodienst Gelderland BV;746
Vestigia BV;824
Gemeente Hoorn;2
Archeologie Deventer RMW-VHMZ;131
Past2Present / Archeologic;39
Gemeente Arnhem;68
Gemeente Kampen;5
Gemeente Bergen op Zoom;45
Gemeente Nijmegen;17
Nederlandse Jeugdbond ter Bestudering van de Geschiedenis;2
Arcadis;790
Werkgroep Archeologie RURA;1
Econsultancy BV;1887
Rieffe;2
Bureau Oudheidkundig Onderzoek Gemeentewerken Rotterdam;594
Gemeente Ede;10
Schurmans;1
Heunks;37
Gemeente Sittard-Geleen;9
Gemeente Haarlem;12
Bureau Archeologie Gemeente Nijmegen;331
AWN Afd. 6 Rijnstreek;3
Afdeling Archeologie Gemeente Eindhoven;94
Stichting Cultureel Erfgoed Zeeland;24
Provincie Utrecht;1
Katholieke Universiteit Nijmegen, Afdeling Provinciaal Romeinse Archeologie;5
Ivo-B, archeologische werkzaamheden;8
Artefact! Advies en Onderzoek in Erfgoed;153
AWN Afd. 18 Zuid-Salland, IJsselstreek, Oost-Veluwezoom;2
VUhbs archeologie;408
RAAP Archeologisch Adviesbureau;9665
Gemeente Helmond;1
Color Field - Consultancy in archeologie;1
Hubers;1
Archeologische Vereniging Limburg;2
IDDS Archeologie B.V.;539
Greenhouse Advies;16
Bureau Cultureel Erfgoed;9
Mennens-van Zeist;2
Tulp;1
Rijkswaterstaat;2
AWN Afd. 3 Zaanstreek Waterland;1
Gemeente Vlaardingen;2
Werkgroep Prehistorie Veenkoloniaal Museum Veendam;3
Spanjer;1
Gemeente Leiden;3
Besuijen;3
Geo-logical;33
Universiteit Leiden;35
Gemeente Alkmaar;3
Instituut voor Pre- en Protohistorie A.E. van Giffen;26
Nijdam;1
AWN Afd. 21 Flevoland;3
Archeologische Werkgroep van de Historische Vereniging Zutphen;19
Gemeente Almere;58
AWN Afd. 12 Houten;1
ADC ArcheoProjecten;4309
Monolithic archeologie;2
Archeologisch en Bouwhistorisch Centrum;1
Roeloffs;1
Archeologische Werkgroep Valkenburg;1
van Duinen;1
Stichting in den Scherminckel te Bergen op Zoom;1
Rijksmuseum van Oudheden;8
Gemeente 's-Hertogenbosch;19
SRE Milieudienst;51
Berkvens;1
Dijk, van;1
Gemeente;4
Gemeente Gouda;7
Biologisch Archeologisch Instituut;16
Archeologische Werkgroep Purmerend;2
GEMEENTE BERGEN OP ZOOM;7
AWN Afd. 14 Vallei en Eemland (Amersfoort e.o.);9
Provincie Zuid-Holland;2
Archeologische Werkgroep Zoetermeer;2
Antea Group Archeologie;143
De Steekproef, Archeologisch Onderzoeks- en Adviesbureau;2084
Hoven;1
Terra-Archeologie;4
Arnoldussen;1
Gemeente Rijswijk;56
AWN Afd. 4 Kennemerland;6
Bouwhistorie,  Archeologie en Monumenten, 's-Hertogenbosch;4
Buro de Brug BV;45
Archeologische Dienst Zwolle;67
Transect;635
Gemeente Rijswijk, Sectie Archeologie;54
Gemeente Groningen;149
Universiteit Gent;4
Werkgroep Archeologie Cuijk;1
Vromen;1
Gemeente Breda;208
Boer, de;2
Archeologische Werkgemeenschap voor Nederland;92
Provincie Zeeland;2
Groninger Instituut voor Archeologie;73
Rijkswaterstaat Directie IJsselmeergebied;4
AAC Projectenbureau;27
Stichting Archeologische Monumentenwacht;2
Graaf,van de;4
Koot;1
Nederlands Instituut voor scheeps- /onderwaterarcheologie;12
Archeocoach;4
AWN Afd. 11 Lek en Merwestreek;29
Stichting Studiegroep Leudal en omstreken;1
Gemeente Utrecht;132
BIAX Consult;1
LEENDERS;1
Mietes;2
ArGeoBoor;131
MUG Ingenieursbureau BV;1034
ARON;1
Smit;2
Studico;1
Aeres Milieu;136
Gemeente Oosterhout;1
Milieudienst Zuidoost Utrecht;21
Bosman;3
Synthegra BV;2921
Inst. voor Bouwhistorische Inventarisatie en Documenten;2
Drents Plateau;1
Gemeente Dordrecht;96
Stichting Archeologisch Onderzoek Venlo;1
HET VEENKOLONIAAL MUSEUM;3
Werkgroep Golda;4
Provincie Noord-Holland;15
Stichting werkgroep Oud-Castricum;1
Stichting Archeologische Werkgroep Kop van Noord-Holland;5
Diachron UvA BV;15
Groothedde;3
ArchAeO Archeologische advisering en Ondersteuning;24
Becker en Van de Graaf;1322
Hazenberg;7
AWN Afd. 13 Naerdincklant (Hilversum e.o);1
Stichting Oudheidkundig Bodemonderzoek Hoeksche Waard;1
Jongepier;1
Gemeente Schipluiden;1
Muller;1
Vlaardings Archeologisch Kantoor;51
Geonius;4
Instituut voor Prehistorie RUL;23
Fugro;2
Gemeente Amsterdam;4
EARTH Integrated Archaeology BV;37
Saxion;21
Gemeente Delft;186
AWN Afd. 17 Zuid-Veluwe en Oost-Gelderland;4
Archeologisch Onderzoek Leiden BV;367
Archeologische Werkgroep Voorburg;13
Particulier;8
Ex-Situ arch. advies en projectbureau;3
Archeosupport BV;23
Archeologisch Instituut Rijksuniversiteit Utrecht;1
Afdeling Archeologie, Dienst Stadsbeheer, Gemeente Den Haag;513
Salomons;1
Archeomedia / Arnicon;1047
Amsterdams Archeologisch Centrum (UvA);119
Archeologie West-Friesland, Hoorn;55
Stichting Regionale Archeologie Baduhenna;1
AWN Afd. 7 Den Haag e.o.;3
Provincie Flevoland;34
Archeologische Werkgroep Leidschendam-Voorburg;6
Grontmij;1649
Vergeten Landschap;35
Rijksdienst voor het Oudheidkundig Bodemonderzoek;483
Roller, de;1
Gemeente Velsen;3
Gemeente Tilburg;1
Stichting Stadsarcheologie Steenbergen;3
Gemeente Eindhoven;3
SOB Research;1501
Regionaal Historisch Centrum Delft;1
Archeopro;984
Tauw BV;6
Rijksdienst voor het Cultureel Erfgoed;65
Gemeente Apeldoorn;7
Archeologische Werkgroep Heemkundekring de Kommanderij;1
Akkerman;1
GOOL, VAN;1
Archeologische Werkgroep afd. Peel, Maas & Kempen;1
Stichting Archeologie en Monument;1
Provincie Drenthe;2
Oudheidkundige Vereniging Bleiswijk;1
Henk;1
Omgevingsdienst regio Utrecht;16
Libau Steunpunt voor Monumenten;736
Centrum voor Archeologie (Gemeente Amersfoort);92
AWN Afd. 10 Zeeland;4
Arcure;2
Venrays Museum;1
DIJK;1
AWN Afd. 23 Kempen en Peelland;10
