;3451
1577;1
1601;1
1617;1
1620;1
1622;1
1630;1
1632;2
1634;1
1635;2
1637;12
1638;3
1639;3
1639-08-02;5
1640;6
1642;3
1642-01-07;1
1642-02-09;1
1644-07-18;1
1644-08-31;2
1645-04-03;1
1649;1
1650;3
1659;1
1660;1
1663;1
1674;1
1675;3
1676;1
1679;1
1680;17
1685;1
1695;5
1700;7
1702;7
1704;1
1708;1
1710;1
1713;1
1714;1
1715;1
1720;2
1724;1
1726;1
1727;3
1728;2
1729;5
1730;7
1731;5
1732;17
1733;2
1734;5
1736;5
1736-01-01;1
1737;37
1737-01-01;2
1738;1
1739;4
1740;5
1742;4
1743;12
1743-01-01;2
1744;6
1744-07-27;1
1744-07-30;1
1745;8
1745-01-01;4
1746;1
1746-01-01;2
1749;7
1749-09-13;1
1749-09-21;1
1750;9
1750-07-14;1
1750-08-09;1
1750-08-11;1
1751;1
1752;4
1753;3
1754;2
1755;5
1756;2
1757;4
1758;4
1760;5
1761;1
1762;14
1763;9
1764;2
1764-08-08;1
1765;1
1766;1
1767;1
1768;4
1769;5
1770;3
1772;2
1773;21
1774;8
1775;5
1775-00-00;1
1776;1
1777;17
1780;6
1780-00-00;1
1781;1
1783;6
1784;3
1785;1
1785-01-01;2
1786;3
1787;1
1789-07-17;1
1790;12
1791;5
1792;21
1792-01-01;4
1793;17
1793-01-01;2
1795;5
1796;1
1799;1
1800;36
1801;2
1806-01-01;1
1807;2
1807-00-00;2
1808;1
1809-01-01;1
1810;2
1811;1
1817;1
1819;1
1822;2
1823;3
1825;2
1828;1
1830;9
1832;121
1833-01-01;1
1833-10;1
1834;5
1834-05;2
1834-05-09;1
1834-05-13;1
1834-05-16;1
1834-05-17;1
1834-05-18;3
1834-05-21;3
1834-05-22;1
1834-05-24;2
1834-05-26;2
1834-05-27;2
1834-05-29;3
1834-05-31;3
1834-06;1
1834-06-02;2
1834-06-03;2
1834-06-04;3
1834-06-05;2
1834-06-06;1
1834-06-07;1
1834-06-10;1
1834-06-13;1
1834-08;4
1834-08-15;4
1834-08-17;1
1834-08-20;3
1835;20
1835-05;1
1835-06;1
1835-08;11
1836;3
1836-06;25
1836-09;3
1836-12;1
1837;227
1838;3
1838-07;1
1838-08;13
1839;7
1840;15
1840-01-01;1
1842;2
1842-07;2
1843;1
1844-08;4
1845;14
1846;4
1847;3
1848;3
1849;1
1850;102
1852;1
1855;1
1856;1
1858;5
1860;15
1862;10
1863;3
1864;1
1865;4
1865-01-01;2
1866;1
1866-01-01;1
1867;6
1868;1
1870;10
1871;1
1872;1
1874;1
1874-01-01;1
1875;57
1877;33
1878;2
1879;3
1880;98
1880-07-14;1
1881;1
1884;5
1885;7
1885-01-01;2
1886;10
1887;2
1888;1
1889;2
1889-07;2
1890;24
1891;7
1892;4
1893;1
1894;1
1897;11
1899;1
1900;132
1901;1
1903;2
1904-06-26;1
1906;8
1907;5
1908;3
1908-06;1
1908-07;1
1909;4
1909-12-09;1
1910;1
1910-10-10;1
1911;9
1913-11;1
1914;1
1914-03-06;2
1914-11-17;1
1915;4
1916;1
1917;1
1918;4
1919;1
1920;11
1925;9
1926;4
1927;1
1929;1
1930;2
1933;5
1934;2
1935;7
1936;8
1937;3
1938;13
1938-07;1
1938-10-28;1
1939;5
1939-07-21;2
1940;8
1941;14
1942;6
1943;16
1944;3
1946;1
1947;5
1948;1
1950;52
1955;2
1955-07;1
1957;1
1958;1
1960;1
1961;1
1962;1
1963;1
1965;6
1971;1
1973;1
1976;1
1978;1
1978-01-01;1
1979;1
1984;1
Zonder jaartal;6
