;1980
Agnes Kooijman;177
Auke Giesbers;99
DvanderWal;873
Jaap vliegenthart;286
Jitschak Elzas;1010
Josette Custers;9
Kris Roderburg;1
Marco Mastenbroek;177
Marco Mastenbroek (2);1
Marthe Takens;34
Mirjam van Goch;108
Peter Don;146
Picturae;1354
Vincent Slootjes;9
