;2779
Agrarisch Erfgoed - Bouwkundige tekeningen SHBO;15731
Boschma-archief;581
Bouwkundige tekeningen;28096
Bouwkundige tekeningen (collectie gevelwanden);2044
Bouwkundige tekeningen (muurschilderingen);938
Bouwkundige tekeningen, Collectie Alexander;271
Collectie Jacob Por;62
Collectie Meindersma;3607
Collectie opmetingsschetsen;2690
Kaarten;82
Parken en buitenplaatsen;613
Scheepsarcheologische tekeningen;7112
