;4151
Academiegebouw Leiden;1
Ankers;4
Ankers, beugels;1
Arsenalen;5
Arsenalen, geweerkamers;1
Arsenalen, geweren, geweerkamers;1
Bakhuis;1
Balkenplannen;3
Baluster;1
Basementen, schouwen;1
Bedstede;1
Behang;14
Belettering;1
Beurs;1
Binnenplaatsen;1
Binnenvaartschepen;23
Bloem;26
Bloemen;1
Boom;39
Boom van Jesse;1
Buitenhuizen;4
Buitenplaatsen;2
Consoles;1
Consoles, schouwen, Vredenburg;1
Crypte;1
Decoratie;144
Decoratieschildering;3
Deuren;1
Deuren, Profielen;1
Deuren, funderingen;1
Deuren, lekdrempel;1
Deuren, lekdrempels;2
Deurportalen;1
Dier;12
Dom;1
Doorsneden;4
Dorpen;1
Dorpsgezicht;3
Fantasielandschap;3
Fantasiestadsgezicht;16
Felix Meritis;2
Festoenen;1
Fresco's, Ornamenten;1
Funderingen;1
Funderingen, Molens;1
Gevel;3
Gevels;1
Geveltop;1
Geweerrekken;1
Gewelfschildering;19
Geweren;1
Glas-in-lood;2
Gracht;1
Grafmonument;4
Hal;5
Hallen;1
Hoefstallen, ruiterstallen;1
Hof;1
Hoge Raad;1
Hond;1
Hoofdgestellen, Betimmeringen;1
Hoofdgestellen, architrafen;1
Hospitalen;4
Huizen;1
Instrument;1
Kaden;1
Kapellen;2
Kapiteel;3
Kapitelen, Voluten;1
Kapitelen, schouwen;1
Kappen;2
Kappen, balken;1
Kelders;1
Kelders, Binnenhof;1
Kelders, leidingen;1
Kerk;1
Kerkbank;2
Kerkdeur;2
Kerken;3
Kerkinterieur;4
Kerktoren;4
Kleur;127
Klok;3
Koepel;2
Koorbank;5
Kroonlijsten;1
Kruitmagazijnen;2
Kruitmagazijnen, Kruitkelders;1
Landgoeden, bebossingen;1
Landschappen, parken, tuinen;1
Landschapsparken, tuinen;4
Landschapsparken, tuinen, vijvers;1
Luchtbogen;1
Meestoven;2
Ministerskamer;1
Motief;1
Muren;1
Muurschilderingen;30
Muurversiering;4
Natuur;11
Ontwerp;10
Ooievaarsnest;1
Oorlog;10
Opmeting;1
Opstanden;6
Opstanden, doorsneden, plattegronden;1
Orden, studietekeningen;1
Ornamenten;1
Oudemannen- en -vrouwenhuis;1
Palenplannen;1
Park;1
Pauw;6
Pijlers, stijlen, hekken;3
Pilasters, schouwen;1
Plafonds;9
Plafondschilderingen;46
Plant;31
Plattegronden;6
Plattegronden, doorsneden;2
Plattegronden, opstanden;2
Poorten, Scamozzi;2
Portaal;1
Portret;6
Portrettekening;5
Prielen;2
Profielen, Vredenburg;1
Provoosten;21
Provoosten, Binten;1
Provoosten, Kozijnen;1
Provoosten, balken;1
Ramen;1
Religieuze kunst;2
Residentie;13
Ridderzaal;1
Riviergezicht;1
Romeinse tijd;1
Ruïnes;1
Sauerland;1
Schets;6
Schilderingen;13
Schoten;2
Schouwen;4
Schouwen, Vredenburg;1
Schouwen, pilasters;1
Schouwen, rookkanalen;1
Schroeven, Sluizen, Deuren;1
Skelet;9
Sluizen, deuren;1
Societeit;1
Spinnenkopmolen;1
Stadhouderskamer;1
Stadhuis;2
Stadsgezicht;19
Steden;1
Stijlen, hekken;1
Tafels;2
Tegels;1
Tegeltableau;2
Tekenonderwijs;61
Tekstschildering;2
Tongewelf;2
Toren;4
Torens;5
Torens, Kerken;4
Torenspits;2
Tracering;1
Trappen;3
Trekschuit;1
Tuinen, Vredenburg;4
Tuinen, kassen;1
Venster;1
Vensters;3
Vestingwerken;1
Villa's;1
Vismarkt;1
Vloeren, patronen;5
Vogel;10
Voluten, Kapitelen;1
Voorgevel;1
Voorgevels;2
Vredenburg;40
Vredenburg, Gevels;1
Vredenburg, muren;1
Wandbekledingen;1
Wanddecoratie;20
Wanden;3
Wandschildering;26
Wapen;1
Wapenkamer;1
Winkelhuizen;1
Woonhuizen;2
Zijgevels;1
Zuilen, Hoofdgestellen;1
abattoir;1
afsluitbomen;1
akkers;2
augustijnenkloosters;2
bakens;1
baksteen;3
baldakijn;1
balklagen;1
balustrade;1
basilieken;1
bastions;1
beeldhouwwerk;5
begijnhoven;1
begraafplaatsen;1
bestuursgebouwen;2
bibliotheek;2
bloemen;11
bloemenpatroon;7
boerderijen;28
boerenerven;1
bogen;1
borgen;1
borstbeeld;5
bruggen;8
buitenplaatsen;18
burchten;1
commanderijen;1
crematorium;1
dakkapellen;1
dennenappels;1
deuren;5
doopvonten;1
dorpsgezichten;71
drukkerijen;1
duinen;2
epitaven;1
erven;2
etsen;1
folly;1
fornuizen;1
forten;1
gastenhuizen;1
gedenkbord;12
gedenkstenen;1
gedenkteken;1
gedenktekens;1
gemeenlandshuis;1
gevelstenen;1
grachten;3
grafmonumenten;5
grafstenen;1
graftombe;1
grondzeilers;1
havens;1
herbergen;1
hoefstallen;1
hofjes;1
hooibergen;4
hooikappen;1
hout;1
houtzaagmolens;8
ingangsportalen;1
jaartalankers;1
kalender;4
kanalen;1
kapellen;4
kappen;1
karren;2
kasteelboerderijen;1
kasteelinterieurs;4
kasteelruïnes;4
kasteeltorens;6
kasteeltuinen;2
kastelen;89
kazerne;1
kerken;198
kerkhoven;1
kerkinterieurs;1
kerktorens;21
kloostercomplexen;2
kloostergang;4
kloostergangen;1
kloosters;5
koepels;1
kooflijsten;14
koorkapellen;1
koren;1
korenmolens;3
kredietbanken;1
kruittorens;1
landgoederen;1
landhuizen;9
landschappen;12
latoen;1
maquettes;1
markten;4
melkbussen;1
molens;2
molenwieken;1
musea;1
muurschilderingen;2
muziektent;1
naakt;24
observatorium;1
offerblok;1
oliemolens;3
ophaalbruggen;1
opslaggebouwen;1
orgels;3
ornamenten;42
paleis;13
