kolom_naam;record_aantal;tabel_naam;aantal_veldwaarden_met_null;aantal_lege_veldwaarde;aantal_veldwaarden_met_lege_lijst;totaal_aantal_veldwaarden;aantal_uunieke_veldwaarden;percentage_unieke_veldwaarden;kolom_is_leeg;veldwaarde_is_uuid;veldwaarde_is_url;veldwaarde_is_email;veldwaarde_is_int;veldwaarde_is_float;veldwaarde_is_bool;veldwaarde_is_dict;veldwaarde_bevat_html;veldwaarde_is_date;veldwaarde_is_str;aantal_decimalen;grootste_int_waarde;langste_str_waarde;primaire_sleutel;vreemde_sleutel;gerelateerde_tabel_naam;gerelateerde_kolom_naam
SoortID;1425;TblSoort;0;0;0;1425;1425;1.0;False;0;0;0;1425;0;0;0;0;0;0;0;4;0;true;false;;
ned_omschrijving;1425;TblSoort;0;0;0;919;910;0.99;False;0;0;0;0;0;0;0;0;0;919;0;0;45;false;false;;
lat_omschrijving;1425;TblSoort;0;0;0;1425;1425;1.0;False;0;0;0;0;0;0;0;0;0;1425;0;0;48;false;false;;
eng_omschrijving;1425;TblSoort;0;0;0;761;750;0.99;False;0;0;0;0;0;0;0;0;0;761;0;0;42;false;false;;
group sequence;1425;TblSoort;0;0;0;1425;28;0.02;False;0;0;0;0;0;0;0;0;0;1425;0;0;3;false;false;;
group oud;1425;TblSoort;0;0;0;1425;28;0.02;False;0;0;0;0;0;0;0;0;0;1425;0;0;35;false;false;;
group;1425;TblSoort;0;0;0;1425;29;0.02;False;0;0;0;0;0;0;0;0;0;1425;0;0;31;false;false;;
Kingdom;1425;TblSoort;0;0;0;1425;2;0.0;False;0;0;0;0;0;0;0;0;0;1425;0;0;8;false;false;;
Phylum;1425;TblSoort;0;0;0;1400;13;0.01;False;0;0;0;0;0;0;0;0;0;1400;0;0;15;false;false;;
class;1425;TblSoort;0;0;0;1424;42;0.03;False;0;0;0;0;0;0;0;0;0;1424;0;0;17;false;false;;
order;1425;TblSoort;0;0;0;1425;129;0.09;False;0;0;0;0;0;0;0;0;0;1425;0;0;19;false;false;;
family;1425;TblSoort;0;0;0;1424;356;0.25;False;0;0;0;0;0;0;0;0;0;1424;0;0;25;false;false;;
genus;1425;TblSoort;0;0;0;1424;700;0.49;False;0;0;0;0;0;0;0;0;0;1424;0;0;16;false;false;;
andere taxonomische classificatie;1425;TblSoort;0;0;0;25;11;0.44;False;0;0;0;0;0;0;0;0;0;25;0;0;30;false;false;;
Synoniem;1425;TblSoort;0;0;0;1;1;1.0;False;0;0;0;0;0;0;0;0;0;1;0;0;15;false;false;;
Nat_wetenschappelijke_naam;1425;TblSoort;0;0;0;683;681;1.0;False;0;0;0;0;0;0;0;0;0;683;0;0;45;false;false;;
Nat_uninomial;1425;TblSoort;0;0;0;685;491;0.72;False;0;0;0;0;0;0;0;0;0;685;0;0;16;false;false;;
Nat_specific_epithet;1425;TblSoort;0;0;0;683;629;0.92;False;0;0;0;0;0;0;0;0;0;683;0;0;16;false;false;;
Nat_infra_specific_epithet;1425;TblSoort;0;0;0;2;2;1.0;False;0;0;0;0;0;0;0;0;0;2;0;0;10;false;false;;
Nat_soortnaam;1425;TblSoort;0;0;0;683;680;1.0;False;0;0;0;0;0;0;0;0;0;683;0;0;28;false;false;;
Nat_soortnaam2;1425;TblSoort;0;0;0;683;681;1.0;False;0;0;0;0;0;0;0;0;0;683;0;0;29;false;false;;
Nat_authorship;1425;TblSoort;0;0;0;682;246;0.36;False;0;0;0;0;0;0;0;0;0;682;0;0;25;false;false;;
Nat_nederlandse_naam;1425;TblSoort;0;0;0;492;490;1.0;False;0;0;0;0;0;0;0;0;0;492;0;0;28;false;false;;
Nat_rang;1425;TblSoort;0;0;0;683;3;0.0;False;0;0;0;0;0;0;0;0;0;683;0;0;10;false;false;;
Nat_voorkomen_status;1425;TblSoort;0;0;0;683;13;0.02;False;0;0;0;74;0;0;0;0;487;122;0;1;4;false;false;;
Nat_habitat;1425;TblSoort;0;0;0;682;6;0.01;False;0;0;0;0;0;0;0;0;0;682;0;0;11;false;false;;
Nat_concept_url;1425;TblSoort;0;0;0;683;681;1.0;False;0;683;0;0;0;0;0;0;0;0;0;0;57;false;false;;
Nat_rijk;1425;TblSoort;0;0;0;683;1;0.0;False;0;0;0;0;0;0;0;0;0;683;0;0;8;false;false;;
Nat_phylum;1425;TblSoort;0;0;0;683;8;0.01;False;0;0;0;0;0;0;0;0;0;683;0;0;15;false;false;;
Nat_klasse;1425;TblSoort;0;0;0;683;20;0.03;False;0;0;0;0;0;0;0;0;0;683;0;0;14;false;false;;
Nat_orde;1425;TblSoort;0;0;0;684;85;0.12;False;0;0;0;0;0;0;0;0;0;684;0;0;20;false;false;;
Nat_familie;1425;TblSoort;0;0;0;684;259;0.38;False;0;0;0;0;0;0;0;0;0;684;0;0;26;false;false;;
Nat_genus;1425;TblSoort;0;0;0;683;489;0.72;False;0;0;0;0;0;0;0;0;0;683;0;0;40;false;false;;
Nat_species;1425;TblSoort;0;0;0;2;2;1.0;False;0;0;0;0;0;0;0;0;0;2;0;0;33;false;false;;
