;5224
1619;2
1636;1
1643;1
1700;1
1732;2
1755;1
1757;2
1764-08-08;1
1772;1
1788-00-00;1
1810;1
1834;1
1834-05;4
1834-05-09;1
1834-05-13;1
1834-05-16;1
1834-05-17;1
1834-05-18;3
1834-05-21;2
1834-05-24;2
1834-05-26;1
1834-05-27;2
1834-05-29;3
1834-05-31;3
1834-06;3
1834-06-02;1
1834-06-03;2
1834-06-04;3
1834-06-05;2
1834-06-06;1
1834-06-07;1
1834-06-13;1
1834-08;3
1834-08-15;4
1834-08-17;1
1834-08-20;3
1835;2
1835-05;1
1835-06;1
1835-08;16
1836;17
1836-06;25
1836-09;3
1838-07;1
1838-08;13
1840;2
1842;2
1842-07;2
1844-08;4
1845;2
1850;13
2002;1
