;93899
 van;1
 van ;1
 van den;1
 van den ;1
De;4
La;1
M.V.;1
Ten;1
aan;1
de;7355
de van de;1
den;220
der;88
in;3
la;1
nvt;2
ten;1619
ter;192
van;7385
van ;3
van  de;1
van de;447
van den;1885
van der;6028
van der ;1
