table_catalog;table_schema;table_name;column_name;ordinal_position;column_default;is_nullable;data_type;character_maximum_length;character_octet_length;numeric_precision;numeric_precision_radix;numeric_scale;datetime_precision;interval_type;interval_precision;character_set_catalog;character_set_schema;character_set_name;collation_catalog;collation_schema;collation_name;domain_catalog;domain_schema;domain_name;udt_catalog;udt_schema;udt_name;scope_catalog;scope_schema;scope_name;maximum_cardinality;dtd_identifier;is_self_referencing;is_identity;identity_generation;identity_start;identity_increment;identity_maximum;identity_minimum;identity_cycle;is_generated;generation_expression;is_updatable
gdm-bron-db;archis_meldingen;onderzoeksrapport;id;1;None;NO;bigint;None;None;64;2;0;None;None;None;None;None;None;None;None;None;None;None;None;gdm-bron-db;pg_catalog;int8;None;None;None;None;1;NO;YES;BY DEFAULT;1;1;9223372036854775807;1;NO;NEVER;None;YES
gdm-bron-db;archis_meldingen;onderzoeksrapport;onderzoeksmelding_id;2;None;NO;bigint;None;None;64;2;0;None;None;None;None;None;None;None;None;None;None;None;None;gdm-bron-db;pg_catalog;int8;None;None;None;None;2;NO;NO;None;None;None;None;None;NO;NEVER;None;YES
gdm-bron-db;archis_meldingen;onderzoeksrapport;reference_id;3;None;NO;uuid;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;gdm-bron-db;pg_catalog;uuid;None;None;None;None;3;NO;NO;None;None;None;None;None;NO;NEVER;None;YES
gdm-bron-db;archis_meldingen;onderzoeksrapport;jaar;4;None;NO;integer;None;None;32;2;0;None;None;None;None;None;None;None;None;None;None;None;None;gdm-bron-db;pg_catalog;int4;None;None;None;None;4;NO;NO;None;None;None;None;None;NO;NEVER;None;YES
gdm-bron-db;archis_meldingen;onderzoeksrapport;titel;5;None;NO;character varying;255;1020;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;gdm-bron-db;pg_catalog;varchar;None;None;None;None;5;NO;NO;None;None;None;None;None;NO;NEVER;None;YES
gdm-bron-db;archis_meldingen;onderzoeksrapport;reeks_nummer;6;None;NO;character varying;80;320;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;gdm-bron-db;pg_catalog;varchar;None;None;None;None;6;NO;NO;None;None;None;None;None;NO;NEVER;None;YES
gdm-bron-db;archis_meldingen;onderzoeksrapport;reeks_uitgave;7;None;NO;character varying;255;1020;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;gdm-bron-db;pg_catalog;varchar;None;None;None;None;7;NO;NO;None;None;None;None;None;NO;NEVER;None;YES
gdm-bron-db;archis_meldingen;onderzoeksrapport;reeks_uitgave_uri;8;None;NO;character varying;255;1020;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;gdm-bron-db;pg_catalog;varchar;None;None;None;None;8;NO;NO;None;None;None;None;None;NO;NEVER;None;YES
gdm-bron-db;archis_meldingen;onderzoeksrapport;aantal_paginas;9;None;YES;integer;None;None;32;2;0;None;None;None;None;None;None;None;None;None;None;None;None;gdm-bron-db;pg_catalog;int4;None;None;None;None;9;NO;NO;None;None;None;None;None;NO;NEVER;None;YES
gdm-bron-db;archis_meldingen;onderzoeksrapport;plaats_uitgave;10;None;YES;character varying;255;1020;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;gdm-bron-db;pg_catalog;varchar;None;None;None;None;10;NO;NO;None;None;None;None;None;NO;NEVER;None;YES
gdm-bron-db;archis_meldingen;onderzoeksrapport;isbn;11;None;YES;character varying;50;200;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;gdm-bron-db;pg_catalog;varchar;None;None;None;None;11;NO;NO;None;None;None;None;None;NO;NEVER;None;YES
gdm-bron-db;archis_meldingen;onderzoeksrapport;uri;12;None;YES;character varying;255;1020;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;gdm-bron-db;pg_catalog;varchar;None;None;None;None;12;NO;NO;None;None;None;None;None;NO;NEVER;None;YES
gdm-bron-db;archis_meldingen;onderzoeksrapport;is_goedgekeurd;13;None;NO;boolean;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;gdm-bron-db;pg_catalog;bool;None;None;None;None;13;NO;NO;None;None;None;None;None;NO;NEVER;None;YES
gdm-bron-db;archis_meldingen;onderzoeksrapport;toelichting;14;None;YES;character varying;5000;20000;None;None;None;None;None;None;None;None;None;None;None;None;None;None;None;gdm-bron-db;pg_catalog;varchar;None;None;None;None;14;NO;NO;None;None;None;None;None;NO;NEVER;None;YES
gdm-bron-db;archis_meldingen;onderzoeksrapport;created_at;15;(now() AT TIME ZONE 'utc'::text);NO;timestamp with time zone;None;None;None;None;None;6;None;None;None;None;None;None;None;None;None;None;None;gdm-bron-db;pg_catalog;timestamptz;None;None;None;None;15;NO;NO;None;None;None;None;None;NO;NEVER;None;YES
gdm-bron-db;archis_meldingen;onderzoeksrapport;updated_at;16;None;YES;timestamp with time zone;None;None;None;None;None;6;None;None;None;None;None;None;None;None;None;None;None;gdm-bron-db;pg_catalog;timestamptz;None;None;None;None;16;NO;NO;None;None;None;None;None;NO;NEVER;None;YES
