kolom_naam;record_aantal;tabel_naam;aantal_veldwaarden_met_null;aantal_lege_veldwaarde;aantal_veldwaarden_met_lege_lijst;totaal_aantal_veldwaarden;aantal_uunieke_veldwaarden;percentage_unieke_veldwaarden;kolom_is_leeg;veldwaarde_is_uuid;veldwaarde_is_url;veldwaarde_is_email;veldwaarde_is_int;veldwaarde_is_float;veldwaarde_is_bool;veldwaarde_is_dict;veldwaarde_bevat_html;veldwaarde_is_date;veldwaarde_is_str;aantal_decimalen;grootste_int_waarde;langste_str_waarde;primaire_sleutel;vreemde_sleutel;gerelateerde_tabel_naam;gerelateerde_kolom_naam
Zoonr;22;TblLege_Zoo_cluster;0;0;0;22;22;1.0;False;0;0;0;22;0;0;0;0;0;0;0;3;0;true;false;;
Waarnemingsnr;22;TblLege_Zoo_cluster;0;0;0;22;1;0.05;False;0;0;0;22;0;0;0;0;0;0;0;1;0;false;false;;
X_coord;22;TblLege_Zoo_cluster;0;0;0;22;1;0.05;False;0;0;0;22;0;0;0;0;0;0;0;1;0;false;false;;
Y_coord;22;TblLege_Zoo_cluster;0;0;0;22;1;0.05;False;0;0;0;22;0;0;0;0;0;0;0;1;0;false;false;;
Toponiem;22;TblLege_Zoo_cluster;0;0;0;0;0;;True;0;0;0;0;0;0;0;0;0;0;0;0;4;false;false;;
Plaats;22;TblLege_Zoo_cluster;0;0;0;22;1;0.05;False;0;0;0;0;0;0;0;0;0;22;0;0;3;false;false;;
Gemeente;22;TblLege_Zoo_cluster;0;0;0;22;1;0.05;False;0;0;0;0;0;0;0;0;0;22;0;0;3;false;false;;
Provincie;22;TblLege_Zoo_cluster;0;0;0;0;0;;True;0;0;0;0;0;0;0;0;0;0;0;0;4;false;false;;
Vondstverwerving;22;TblLege_Zoo_cluster;0;0;0;0;0;;True;0;0;0;0;0;0;0;0;0;0;0;0;4;false;false;;
Datum_vondst;22;TblLege_Zoo_cluster;0;0;0;22;1;0.05;False;0;0;0;0;0;0;0;0;0;22;0;0;10;false;false;;
Complextype;22;TblLege_Zoo_cluster;0;0;0;0;0;;True;0;0;0;0;0;0;0;0;0;0;0;0;4;false;false;;
Begin_periode;22;TblLege_Zoo_cluster;0;0;0;22;1;0.05;False;0;0;0;0;0;0;0;0;0;22;0;0;3;false;false;;
Beginjaar;22;TblLege_Zoo_cluster;0;0;0;22;1;0.05;False;0;0;0;22;0;0;0;0;0;0;0;1;0;false;false;;
Eind_periode;22;TblLege_Zoo_cluster;0;0;0;22;1;0.05;False;0;0;0;0;0;0;0;0;0;22;0;0;3;false;false;;
Eindjaar;22;TblLege_Zoo_cluster;0;0;0;22;1;0.05;False;0;0;0;22;0;0;0;0;0;0;0;1;0;false;false;;
Opdrachtgever;22;TblLege_Zoo_cluster;0;0;0;0;0;;True;0;0;0;0;0;0;0;0;0;0;0;0;4;false;false;;
Onderzoeksinstantie;22;TblLege_Zoo_cluster;0;0;0;0;0;;True;0;0;0;0;0;0;0;0;0;0;0;0;4;false;false;;
Onderzoeker;22;TblLege_Zoo_cluster;0;0;0;0;0;;True;0;0;0;0;0;0;0;0;0;0;0;0;4;false;false;;
Omvang;22;TblLege_Zoo_cluster;0;0;0;0;0;;True;0;0;0;0;0;0;0;0;0;0;0;0;4;false;false;;
Gewogen;22;TblLege_Zoo_cluster;0;0;0;0;0;;True;0;0;0;0;0;0;0;0;0;0;0;0;4;false;false;;
Verzamelwijze;22;TblLege_Zoo_cluster;0;0;0;0;0;;True;0;0;0;0;0;0;0;0;0;0;0;0;4;false;false;;
Invoerder;22;TblLege_Zoo_cluster;0;0;0;22;2;0.09;False;0;0;0;0;0;0;0;0;0;22;0;0;17;false;false;;
Datum_invoer;22;TblLege_Zoo_cluster;0;0;0;22;2;0.09;False;0;0;0;0;0;0;0;0;22;0;0;0;0;false;false;;
Beschrijving;22;TblLege_Zoo_cluster;0;0;0;22;1;0.05;False;0;0;0;0;0;0;0;0;0;22;0;0;4;false;false;;
